seq_no,piece,PC,resolveDir
14706,0,4496584,0
14411,0,4201660,1
14402,0,4199696,1
14709,0,4496596,0
14781,0,4199612,1
14763,0,4199556,0
14833,0,4204140,1
14792,0,4203664,0
14644,0,4201640,0
14840,0,4204192,1
14589,0,4204116,0
14593,0,4204132,0
14844,0,4204220,0
14821,0,4204092,0
14629,0,4199656,0
14885,0,4201652,0
14624,0,4199640,0
14817,0,4203732,1
14665,0,4496712,0
14944,0,4496584,0
14649,0,4201660,1
14640,0,4199696,1
14947,0,4496596,0
14882,0,4201640,0
14827,0,4204116,0
14831,0,4204132,0
14867,0,4199656,0
14862,0,4199640,0
14903,0,4496712,0
14887,0,4201660,1
14878,0,4199696,1
15001,0,4199556,0
14227,0,4496796,1
13994,0,4496796,1
14465,0,4496796,1
14703,0,4496796,1
14941,0,4496796,1
15019,0,4199612,1
15030,0,4203664,0
15059,0,4204092,0
15071,0,4204140,1
15078,0,4204192,1
15055,0,4203732,1
15082,0,4204220,0
15065,0,4204116,0
15069,0,4204132,0
15120,0,4201640,0
15123,0,4201652,0
15100,0,4199640,0
15141,0,4496712,0
15182,0,4496584,0
15105,0,4199656,0
15125,0,4201660,1
15185,0,4496596,1
15116,0,4199696,1
15188,0,4496584,0
15194,0,4496584,1
15191,0,4496596,1
15198,0,4496908,1
15201,0,4496536,0
15179,0,4496796,1
15222,0,4496584,0
15219,0,4496596,1
15225,0,4496596,0
15297,0,4199612,1
15279,0,4199556,0
15308,0,4203664,0
15337,0,4204092,0
15349,0,4204140,1
15356,0,4204192,1
15333,0,4203732,1
15360,0,4204220,0
15343,0,4204116,0
15347,0,4204132,0
15398,0,4201640,0
15401,0,4201652,0
15378,0,4199640,0
15419,0,4496712,0
15403,0,4201660,1
15383,0,4199656,0
15394,0,4199696,1
15450,0,4496796,0
15482,0,4496884,1
15485,0,4496596,0
15557,0,4199612,1
15539,0,4199556,0
15609,0,4204140,1
15568,0,4203664,0
15597,0,4204092,0
15616,0,4204192,1
15620,0,4204220,0
15661,0,4201652,0
15593,0,4203732,1
15658,0,4201640,0
15603,0,4204116,0
15607,0,4204132,0
15643,0,4199656,0
15638,0,4199640,0
15679,0,4496712,0
15663,0,4201660,1
15654,0,4199696,1
15710,0,4496796,0
15742,0,4496884,1
15745,0,4496596,0
15817,0,4199612,1
15799,0,4199556,0
15869,0,4204140,1
15828,0,4203664,0
15857,0,4204092,0
15876,0,4204192,1
15880,0,4204220,0
15921,0,4201652,0
15853,0,4203732,1
15918,0,4201640,0
15863,0,4204116,0
15867,0,4204132,0
15903,0,4199656,0
15898,0,4199640,0
15939,0,4496712,0
15923,0,4201660,1
15914,0,4199696,1
15970,0,4496796,0
16002,0,4496884,1
16005,0,4496596,0
16077,0,4199612,1
16059,0,4199556,0
16129,0,4204140,1
16088,0,4203664,0
16117,0,4204092,0
16136,0,4204192,1
16140,0,4204220,0
16181,0,4201652,0
16113,0,4203732,1
16178,0,4201640,0
16123,0,4204116,0
16127,0,4204132,0
16163,0,4199656,0
16158,0,4199640,0
16199,0,4496712,0
16183,0,4201660,1
16174,0,4199696,1
16230,0,4496796,0
16262,0,4496884,1
16265,0,4496596,0
16337,0,4199612,1
16319,0,4199556,0
16389,0,4204140,1
16348,0,4203664,0
16377,0,4204092,0
16396,0,4204192,1
16400,0,4204220,0
16441,0,4201652,0
16373,0,4203732,1
16438,0,4201640,0
16383,0,4204116,0
16387,0,4204132,0
16423,0,4199656,0
16418,0,4199640,0
16459,0,4496712,0
16443,0,4201660,1
16434,0,4199696,1
16490,0,4496796,0
16522,0,4496884,1
16525,0,4496596,0
16597,0,4199612,1
16579,0,4199556,0
16649,0,4204140,1
16608,0,4203664,0
16637,0,4204092,0
16656,0,4204192,1
16660,0,4204220,0
16701,0,4201652,0
16633,0,4203732,1
16698,0,4201640,0
16643,0,4204116,0
16647,0,4204132,0
16683,0,4199656,0
16678,0,4199640,0
16719,0,4496712,0
16703,0,4201660,1
16694,0,4199696,1
16750,0,4496796,0
16782,0,4496884,1
16785,0,4496596,0
16857,0,4199612,1
16839,0,4199556,0
16909,0,4204140,1
16868,0,4203664,0
16897,0,4204092,0
16916,0,4204192,1
16920,0,4204220,0
16961,0,4201652,0
16893,0,4203732,1
16958,0,4201640,0
16903,0,4204116,0
16907,0,4204132,0
16943,0,4199656,0
16938,0,4199640,0
16979,0,4496712,0
16963,0,4201660,1
16954,0,4199696,1
17010,0,4496796,0
17042,0,4496884,1
17045,0,4496596,0
17117,0,4199612,1
17099,0,4199556,0
17169,0,4204140,1
17128,0,4203664,0
17157,0,4204092,0
17176,0,4204192,1
17180,0,4204220,0
17221,0,4201652,0
17153,0,4203732,1
17302,0,4496884,1
17305,0,4496596,0
17376,0,4199612,1
17358,0,4199556,0
17428,0,4204140,1
17387,0,4203664,0
17416,0,4204092,0
17435,0,4204192,1
17439,0,4204220,0
17218,0,4201640,0
17480,0,4201652,0
17163,0,4204116,0
17167,0,4204132,0
17412,0,4203732,1
17561,0,4496884,1
17203,0,4199656,0
17198,0,4199640,0
17239,0,4496712,0
17564,0,4496596,0
17223,0,4201660,1
17214,0,4199696,1
17636,0,4199612,1
17618,0,4199556,0
17688,0,4204140,1
17647,0,4203664,0
17676,0,4204092,0
17695,0,4204192,1
17699,0,4204220,0
17740,0,4201652,0
17672,0,4203732,1
17821,0,4496884,1
17824,0,4496596,0
17896,0,4199612,1
17270,0,4496796,0
17878,0,4199556,0
17948,0,4204140,1
17907,0,4203664,0
17955,0,4204192,1
17936,0,4204092,0
17959,0,4204220,0
18000,0,4201652,0
17932,0,4203732,1
18081,0,4496884,1
17477,0,4201640,0
17422,0,4204116,0
17426,0,4204132,0
18084,0,4496596,0
17462,0,4199656,0
17457,0,4199640,0
17498,0,4496712,0
18156,0,4199612,1
17482,0,4201660,1
17473,0,4199696,1
18138,0,4199556,0
18208,0,4204140,1
18167,0,4203664,0
18196,0,4204092,0
18215,0,4204192,1
18219,0,4204220,0
18260,0,4201652,0
18192,0,4203732,1
17529,0,4496796,0
17737,0,4201640,0
17682,0,4204116,0
17686,0,4204132,0
17722,0,4199656,0
17717,0,4199640,0
17758,0,4496712,0
17742,0,4201660,1
17733,0,4199696,1
17789,0,4496796,0
17997,0,4201640,0
17942,0,4204116,0
17946,0,4204132,0
17982,0,4199656,0
17977,0,4199640,0
18018,0,4496712,0
18002,0,4201660,1
17993,0,4199696,1
18049,0,4496796,0
18257,0,4201640,0
18202,0,4204116,0
18206,0,4204132,0
18242,0,4199656,0
18237,0,4199640,0
18278,0,4496712,0
18262,0,4201660,1
18253,0,4199696,1
18314,0,4496796,1
18317,0,4496584,0
18320,0,4496596,0
18392,0,4199612,1
18374,0,4199556,0
18444,0,4204140,1
18403,0,4203664,0
18451,0,4204192,1
18432,0,4204092,0
18455,0,4204220,0
18496,0,4201652,0
18428,0,4203732,1
18493,0,4201640,0
18438,0,4204116,0
18442,0,4204132,0
18478,0,4199656,0
18473,0,4199640,0
18514,0,4496712,0
18498,0,4201660,1
18489,0,4199696,1
18550,0,4496796,1
18553,0,4496584,0
18556,0,4496596,0
18628,0,4199612,1
18610,0,4199556,0
18680,0,4204140,1
18639,0,4203664,0
18687,0,4204192,1
18668,0,4204092,0
18691,0,4204220,0
18732,0,4201652,0
18664,0,4203732,1
18729,0,4201640,0
18674,0,4204116,0
18678,0,4204132,0
18714,0,4199656,0
18709,0,4199640,0
18750,0,4496712,0
18734,0,4201660,1
18725,0,4199696,1
18786,0,4496796,1
18789,0,4496584,0
18792,0,4496596,0
18864,0,4199612,1
18846,0,4199556,0
18916,0,4204140,1
18875,0,4203664,0
18923,0,4204192,1
18904,0,4204092,0
18927,0,4204220,0
18968,0,4201652,0
18900,0,4203732,1
18965,0,4201640,0
18910,0,4204116,0
18914,0,4204132,0
18950,0,4199656,0
18945,0,4199640,0
18986,0,4496712,0
18970,0,4201660,1
18961,0,4199696,1
19024,0,4496796,1
19027,0,4496584,0
19030,0,4496596,0
19102,0,4199612,1
19084,0,4199556,0
19154,0,4204140,1
19113,0,4203664,0
19161,0,4204192,1
19142,0,4204092,0
19165,0,4204220,0
19206,0,4201652,0
19138,0,4203732,1
19260,0,4496584,0
19263,0,4496596,0
19335,0,4199612,1
19203,0,4201640,0
19317,0,4199556,0
19387,0,4204140,1
19148,0,4204116,0
19152,0,4204132,0
19346,0,4203664,0
19394,0,4204192,1
19188,0,4199656,0
19375,0,4204092,0
19183,0,4199640,0
19398,0,4204220,0
19224,0,4496712,0
19439,0,4201652,0
19371,0,4203732,1
19208,0,4201660,1
19493,0,4496584,0
19199,0,4199696,1
19496,0,4496596,1
19436,0,4201640,0
19381,0,4204116,0
19385,0,4204132,0
19421,0,4199656,0
19416,0,4199640,0
19499,0,4496584,1
19457,0,4496712,0
19441,0,4201660,1
19432,0,4199696,1
19257,0,4496796,1
19503,0,4496908,1
19506,0,4496536,0
19527,0,4496584,0
19524,0,4496596,1
19530,0,4496596,0
19490,0,4496796,1
19602,0,4199612,1
19584,0,4199556,0
19654,0,4204140,1
19613,0,4203664,0
19642,0,4204092,0
19661,0,4204192,1
19665,0,4204220,0
19638,0,4203732,1
19648,0,4204116,0
19652,0,4204132,0
19703,0,4201640,0
19706,0,4201652,0
19683,0,4199640,0
19724,0,4496712,0
19708,0,4201660,1
19765,0,4496584,0
19688,0,4199656,0
19768,0,4496596,0
19840,0,4199612,1
19699,0,4199696,1
19822,0,4199556,0
19892,0,4204140,1
19851,0,4203664,0
19899,0,4204192,1
19903,0,4204220,0
19880,0,4204092,0
19944,0,4201652,0
19876,0,4203732,1
20003,0,4496584,0
20006,0,4496596,0
20078,0,4199612,1
20060,0,4199556,0
20130,0,4204140,1
20089,0,4203664,0
19941,0,4201640,0
20137,0,4204192,1
19886,0,4204116,0
19890,0,4204132,0
20118,0,4204092,0
20141,0,4204220,0
19926,0,4199656,0
20182,0,4201652,0
19921,0,4199640,0
20114,0,4203732,1
19962,0,4496712,0
19946,0,4201660,1
19937,0,4199696,1
20179,0,4201640,0
20124,0,4204116,0
20128,0,4204132,0
20164,0,4199656,0
20159,0,4199640,0
20200,0,4496712,0
20184,0,4201660,1
20175,0,4199696,1
20231,0,4496796,0
19762,0,4496796,1
20000,0,4496796,1
20263,0,4496884,1
20266,0,4496596,0
20338,0,4199612,1
20320,0,4199556,0
20390,0,4204140,1
20349,0,4203664,0
20378,0,4204092,0
20397,0,4204192,1
20401,0,4204220,0
20442,0,4201652,0
20374,0,4203732,1
20439,0,4201640,0
20384,0,4204116,0
20388,0,4204132,0
20424,0,4199656,0
20419,0,4199640,0
20460,0,4496712,0
20444,0,4201660,1
20435,0,4199696,1
20491,0,4496796,0
20523,0,4496884,1
20526,0,4496596,0
20598,0,4199612,1
20580,0,4199556,0
20650,0,4204140,1
20609,0,4203664,0
20638,0,4204092,0
20657,0,4204192,1
20661,0,4204220,0
20702,0,4201652,0
20634,0,4203732,1
20699,0,4201640,0
20644,0,4204116,0
20648,0,4204132,0
20684,0,4199656,0
20679,0,4199640,0
20720,0,4496712,0
20704,0,4201660,1
20695,0,4199696,1
20751,0,4496796,0
20783,0,4496884,1
20786,0,4496596,0
20858,0,4199612,1
20840,0,4199556,0
20910,0,4204140,1
20869,0,4203664,0
20898,0,4204092,0
20917,0,4204192,1
20921,0,4204220,0
20962,0,4201652,0
20894,0,4203732,1
20959,0,4201640,0
20904,0,4204116,0
20908,0,4204132,0
20944,0,4199656,0
20939,0,4199640,0
20980,0,4496712,0
20964,0,4201660,1
20955,0,4199696,1
21011,0,4496796,0
21043,0,4496884,1
21046,0,4496596,0
21118,0,4199612,1
21100,0,4199556,0
21170,0,4204140,1
21129,0,4203664,0
21158,0,4204092,0
21177,0,4204192,1
21181,0,4204220,0
21222,0,4201652,0
21154,0,4203732,1
21303,0,4496884,1
21306,0,4496596,0
21378,0,4199612,1
21360,0,4199556,0
21430,0,4204140,1
21389,0,4203664,0
21418,0,4204092,0
21437,0,4204192,1
21441,0,4204220,0
21219,0,4201640,0
21482,0,4201652,0
21164,0,4204116,0
21168,0,4204132,0
21414,0,4203732,1
21563,0,4496884,1
21204,0,4199656,0
21199,0,4199640,0
21240,0,4496712,0
21566,0,4496596,0
21224,0,4201660,1
21215,0,4199696,1
21637,0,4199612,1
21619,0,4199556,0
21689,0,4204140,1
21648,0,4203664,0
21677,0,4204092,0
21696,0,4204192,1
21700,0,4204220,0
21741,0,4201652,0
21673,0,4203732,1
21822,0,4496884,1
21825,0,4496596,0
21897,0,4199612,1
21271,0,4496796,0
21879,0,4199556,0
21949,0,4204140,1
21908,0,4203664,0
21956,0,4204192,1
21937,0,4204092,0
21960,0,4204220,0
22001,0,4201652,0
21933,0,4203732,1
22082,0,4496884,1
22085,0,4496596,0
21479,0,4201640,0
21424,0,4204116,0
21428,0,4204132,0
22157,0,4199612,1
21464,0,4199656,0
21459,0,4199640,0
21500,0,4496712,0
22139,0,4199556,0
21484,0,4201660,1
22168,0,4203664,0
22209,0,4204140,1
22197,0,4204092,0
21475,0,4199696,1
22216,0,4204192,1
22220,0,4204220,0
22193,0,4203732,1
22261,0,4201652,0
21531,0,4496796,0
21738,0,4201640,0
21683,0,4204116,0
21687,0,4204132,0
21723,0,4199656,0
21718,0,4199640,0
21759,0,4496712,0
21743,0,4201660,1
21734,0,4199696,1
21790,0,4496796,0
21998,0,4201640,0
21943,0,4204116,0
21947,0,4204132,0
21983,0,4199656,0
21978,0,4199640,0
22019,0,4496712,0
22003,0,4201660,1
21994,0,4199696,1
22050,0,4496796,0
22258,0,4201640,0
22203,0,4204116,0
22207,0,4204132,0
22243,0,4199656,0
22238,0,4199640,0
22279,0,4496712,0
22263,0,4201660,1
22254,0,4199696,1
22317,0,4496796,1
22320,0,4496584,0
22323,0,4496596,0
22395,0,4199612,1
22377,0,4199556,0
22447,0,4204140,1
22406,0,4203664,0
22454,0,4204192,1
22435,0,4204092,0
22458,0,4204220,0
22499,0,4201652,0
22431,0,4203732,1
22580,0,4496884,1
22583,0,4496596,0
22655,0,4199612,1
22496,0,4201640,0
22441,0,4204116,0
22445,0,4204132,0
22637,0,4199556,0
22707,0,4204140,1
22666,0,4203664,0
22481,0,4199656,0
22695,0,4204092,0
22714,0,4204192,1
22476,0,4199640,0
22718,0,4204220,0
22517,0,4496712,0
22759,0,4201652,0
22501,0,4201660,1
22691,0,4203732,1
22492,0,4199696,1
22548,0,4496796,0
22756,0,4201640,0
22701,0,4204116,0
22705,0,4204132,0
22741,0,4199656,0
22736,0,4199640,0
22777,0,4496712,0
22761,0,4201660,1
22752,0,4199696,1
22813,0,4496796,1
22816,0,4496584,0
22819,0,4496596,0
22891,0,4199612,1
22873,0,4199556,0
22943,0,4204140,1
22902,0,4203664,0
22950,0,4204192,1
22931,0,4204092,0
22954,0,4204220,0
22995,0,4201652,0
22927,0,4203732,1
22992,0,4201640,0
22937,0,4204116,0
22941,0,4204132,0
22977,0,4199656,0
22972,0,4199640,0
23013,0,4496712,0
22997,0,4201660,1
22988,0,4199696,1
23049,0,4496796,1
23052,0,4496584,0
23055,0,4496596,0
23127,0,4199612,1
23109,0,4199556,0
23179,0,4204140,1
23138,0,4203664,0
23186,0,4204192,1
23167,0,4204092,0
23190,0,4204220,0
23231,0,4201652,0
23163,0,4203732,1
23228,0,4201640,0
23173,0,4204116,0
23177,0,4204132,0
23213,0,4199656,0
23208,0,4199640,0
23249,0,4496712,0
23233,0,4201660,1
23224,0,4199696,1
23285,0,4496796,1
23288,0,4496584,0
23291,0,4496596,0
23363,0,4199612,1
23345,0,4199556,0
23415,0,4204140,1
23374,0,4203664,0
23422,0,4204192,1
23403,0,4204092,0
23426,0,4204220,0
23467,0,4201652,0
23399,0,4203732,1
23464,0,4201640,0
23409,0,4204116,0
23413,0,4204132,0
23449,0,4199656,0
23444,0,4199640,0
23485,0,4496712,0
23469,0,4201660,1
23460,0,4199696,1
23523,0,4496796,1
23526,0,4496584,0
23529,0,4496596,0
23601,0,4199612,1
23583,0,4199556,0
23653,0,4204140,1
23612,0,4203664,0
23660,0,4204192,1
23641,0,4204092,0
23664,0,4204220,0
23705,0,4201652,0
23637,0,4203732,1
23759,0,4496584,0
23762,0,4496596,1
23702,0,4201640,0
23647,0,4204116,0
23651,0,4204132,0
23687,0,4199656,0
23682,0,4199640,0
23723,0,4496712,0
23765,0,4496584,1
23707,0,4201660,1
23698,0,4199696,1
23769,0,4496908,1
23772,0,4496536,0
23793,0,4496584,0
23790,0,4496596,1
23796,0,4496596,0
23868,0,4199612,1
23850,0,4199556,0
23920,0,4204140,1
23879,0,4203664,0
23908,0,4204092,0
23927,0,4204192,1
23931,0,4204220,0
23972,0,4201652,0
23904,0,4203732,1
24026,0,4496584,0
24029,0,4496596,0
24101,0,4199612,1
23969,0,4201640,0
24083,0,4199556,0
24153,0,4204140,1
23914,0,4204116,0
23918,0,4204132,0
24112,0,4203664,0
24141,0,4204092,0
24160,0,4204192,1
23954,0,4199656,0
23949,0,4199640,0
24164,0,4204220,0
23990,0,4496712,0
24205,0,4201652,0
24137,0,4203732,1
23974,0,4201660,1
24259,0,4496584,0
23965,0,4199696,1
24262,0,4496596,0
24334,0,4199612,1
24316,0,4199556,0
24386,0,4204140,1
24345,0,4203664,0
24374,0,4204092,0
24202,0,4201640,0
24393,0,4204192,1
24147,0,4204116,0
24151,0,4204132,0
24397,0,4204220,0
24187,0,4199656,0
24438,0,4201652,0
24182,0,4199640,0
24370,0,4203732,1
24223,0,4496712,0
24492,0,4496584,0
24207,0,4201660,1
24198,0,4199696,1
24495,0,4496596,0
24567,0,4199612,1
24549,0,4199556,0
24619,0,4204140,1
24578,0,4203664,0
24607,0,4204092,0
24435,0,4201640,0
24626,0,4204192,1
24380,0,4204116,0
24384,0,4204132,0
24630,0,4204220,0
24420,0,4199656,0
24671,0,4201652,0
24415,0,4199640,0
24603,0,4203732,1
24456,0,4496712,0
24730,0,4496584,0
24440,0,4201660,1
24431,0,4199696,1
24733,0,4496596,0
24668,0,4201640,0
24613,0,4204116,0
24617,0,4204132,0
24653,0,4199656,0
24648,0,4199640,0
24689,0,4496712,0
23756,0,4496796,1
24673,0,4201660,1
24664,0,4199696,1
24805,0,4199612,1
24787,0,4199556,0
24845,0,4204092,0
24816,0,4203664,0
24857,0,4204140,1
24864,0,4204192,1
24851,0,4204116,0
24855,0,4204132,0
24868,0,4204220,0
24841,0,4203732,1
24906,0,4201640,0
24909,0,4201652,0
24886,0,4199640,0
24927,0,4496712,0
24891,0,4199656,0
24968,0,4496584,0
24911,0,4201660,1
24971,0,4496596,0
24902,0,4199696,1
25025,0,4199556,0
24023,0,4496796,1
24256,0,4496796,1
24489,0,4496796,1
25043,0,4199612,1
24727,0,4496796,1
24965,0,4496796,1
25054,0,4203664,0
25083,0,4204092,0
25095,0,4204140,1
25102,0,4204192,1
25079,0,4203732,1
25106,0,4204220,0
25089,0,4204116,0
25093,0,4204132,0
25144,0,4201640,0
25147,0,4201652,0
25124,0,4199640,0
25165,0,4496712,0
25129,0,4199656,0
25149,0,4201660,1
25140,0,4199696,1
25196,0,4496796,0
25228,0,4496884,1
25231,0,4496596,0
25303,0,4199612,1
25285,0,4199556,0
25355,0,4204140,1
25314,0,4203664,0
25343,0,4204092,0
25362,0,4204192,1
25366,0,4204220,0
25407,0,4201652,0
25339,0,4203732,1
25404,0,4201640,0
25349,0,4204116,0
25353,0,4204132,0
25389,0,4199656,0
25384,0,4199640,0
25425,0,4496712,0
25409,0,4201660,1
25400,0,4199696,1
25456,0,4496796,0
25488,0,4496884,1
25491,0,4496596,0
25563,0,4199612,1
25545,0,4199556,0
25615,0,4204140,1
25574,0,4203664,0
25603,0,4204092,0
25622,0,4204192,1
25626,0,4204220,0
25667,0,4201652,0
25599,0,4203732,1
25664,0,4201640,0
25609,0,4204116,0
25613,0,4204132,0
25649,0,4199656,0
25644,0,4199640,0
25685,0,4496712,0
25669,0,4201660,1
25660,0,4199696,1
25716,0,4496796,0
25748,0,4496884,1
25751,0,4496596,0
25822,0,4199612,1
25804,0,4199556,0
25874,0,4204140,1
25833,0,4203664,0
25862,0,4204092,0
25881,0,4204192,1
25885,0,4204220,0
25926,0,4201652,0
25858,0,4203732,1
25923,0,4201640,0
25868,0,4204116,0
25872,0,4204132,0
25908,0,4199656,0
25903,0,4199640,0
25944,0,4496712,0
25928,0,4201660,1
25919,0,4199696,1
25975,0,4496796,0
26007,0,4496884,1
26010,0,4496596,0
26082,0,4199612,1
26064,0,4199556,0
26134,0,4204140,1
26093,0,4203664,0
26122,0,4204092,0
26141,0,4204192,1
26145,0,4204220,0
26186,0,4201652,0
26118,0,4203732,1
26245,0,4496584,0
26248,0,4496596,0
26320,0,4199612,1
26302,0,4199556,0
26372,0,4204140,1
26331,0,4203664,0
26379,0,4204192,1
26360,0,4204092,0
26383,0,4204220,0
26424,0,4201652,0
26183,0,4201640,0
26356,0,4203732,1
26128,0,4204116,0
26132,0,4204132,0
26483,0,4496584,0
26168,0,4199656,0
26163,0,4199640,0
26204,0,4496712,0
26486,0,4496596,0
26188,0,4201660,1
26179,0,4199696,1
26558,0,4199612,1
26540,0,4199556,0
26421,0,4201640,0
26569,0,4203664,0
26610,0,4204140,1
26366,0,4204116,0
26370,0,4204132,0
26598,0,4204092,0
26617,0,4204192,1
26406,0,4199656,0
26621,0,4204220,0
26401,0,4199640,0
26442,0,4496712,0
26594,0,4203732,1
26662,0,4201652,0
26721,0,4496584,0
26426,0,4201660,1
26417,0,4199696,1
26724,0,4496596,0
26796,0,4199612,1
26778,0,4199556,0
26848,0,4204140,1
26807,0,4203664,0
26659,0,4201640,0
26855,0,4204192,1
26604,0,4204116,0
26608,0,4204132,0
26859,0,4204220,0
26836,0,4204092,0
26644,0,4199656,0
26900,0,4201652,0
26639,0,4199640,0
26832,0,4203732,1
26680,0,4496712,0
26959,0,4496584,0
26664,0,4201660,1
26242,0,4496796,1
26655,0,4199696,1
26962,0,4496596,0
27034,0,4199612,1
27016,0,4199556,0
27086,0,4204140,1
27045,0,4203664,0
26897,0,4201640,0
26842,0,4204116,0
26846,0,4204132,0
27093,0,4204192,1
27074,0,4204092,0
27097,0,4204220,0
26882,0,4199656,0
27138,0,4201652,0
26480,0,4496796,1
26877,0,4199640,0
27070,0,4203732,1
26918,0,4496712,0
27197,0,4496584,0
26902,0,4201660,1
26893,0,4199696,1
27200,0,4496596,0
27272,0,4199612,1
27254,0,4199556,0
27324,0,4204140,1
27283,0,4203664,0
27135,0,4201640,0
27331,0,4204192,1
27080,0,4204116,0
27084,0,4204132,0
27335,0,4204220,0
27312,0,4204092,0
27120,0,4199656,0
27376,0,4201652,0
27115,0,4199640,0
27308,0,4203732,1
27156,0,4496712,0
27435,0,4496584,0
27140,0,4201660,1
27131,0,4199696,1
27438,0,4496596,0
26718,0,4496796,1
27510,0,4199612,1
27492,0,4199556,0
27562,0,4204140,1
27521,0,4203664,0
27373,0,4201640,0
27569,0,4204192,1
27318,0,4204116,0
27322,0,4204132,0
27573,0,4204220,0
27550,0,4204092,0
27358,0,4199656,0
27614,0,4201652,0
26956,0,4496796,1
27353,0,4199640,0
27546,0,4203732,1
27394,0,4496712,0
27673,0,4496584,0
27378,0,4201660,1
27369,0,4199696,1
27676,0,4496596,0
27748,0,4199612,1
27730,0,4199556,0
27800,0,4204140,1
27759,0,4203664,0
27611,0,4201640,0
27807,0,4204192,1
27556,0,4204116,0
27560,0,4204132,0
27811,0,4204220,0
27788,0,4204092,0
27596,0,4199656,0
27852,0,4201652,0
27194,0,4496796,1
27591,0,4199640,0
27784,0,4203732,1
27632,0,4496712,0
27906,0,4496584,0
27616,0,4201660,1
27607,0,4199696,1
27909,0,4496596,1
27849,0,4201640,0
27794,0,4204116,0
27798,0,4204132,0
27834,0,4199656,0
27432,0,4496796,1
27829,0,4199640,0
27912,0,4496584,1
27870,0,4496712,0
27854,0,4201660,1
27845,0,4199696,1
27916,0,4496908,1
27919,0,4496536,0
27940,0,4496584,0
27670,0,4496796,1
27937,0,4496596,1
27943,0,4496596,0
28015,0,4199612,1
27997,0,4199556,0
28067,0,4204140,1
28026,0,4203664,0
28074,0,4204192,1
28078,0,4204220,0
28051,0,4203732,1
27903,0,4496796,1
28173,0,4496584,0
28055,0,4204092,0
28176,0,4496596,0
28119,0,4201652,0
28248,0,4199612,1
28230,0,4199556,0
28300,0,4204140,1
28259,0,4203664,0
28288,0,4204092,0
28307,0,4204192,1
28311,0,4204220,0
28352,0,4201652,0
28284,0,4203732,1
28406,0,4496584,0
28116,0,4201640,0
28409,0,4496596,0
28061,0,4204116,0
28065,0,4204132,0
28101,0,4199656,0
28096,0,4199640,0
28481,0,4199612,1
28137,0,4496712,0
28121,0,4201660,1
28463,0,4199556,0
28492,0,4203664,0
28112,0,4199696,1
28349,0,4201640,0
28533,0,4204140,1
28294,0,4204116,0
28298,0,4204132,0
28521,0,4204092,0
28540,0,4204192,1
28334,0,4199656,0
28544,0,4204220,0
28329,0,4199640,0
28370,0,4496712,0
28517,0,4203732,1
28585,0,4201652,0
28639,0,4496584,0
28354,0,4201660,1
28345,0,4199696,1
28642,0,4496596,0
28714,0,4199612,1
28696,0,4199556,0
28766,0,4204140,1
28725,0,4203664,0
28582,0,4201640,0
28773,0,4204192,1
28527,0,4204116,0
28531,0,4204132,0
28754,0,4204092,0
28777,0,4204220,0
28567,0,4199656,0
28818,0,4201652,0
28562,0,4199640,0
28750,0,4203732,1
28603,0,4496712,0
28872,0,4496584,0
28587,0,4201660,1
28578,0,4199696,1
28875,0,4496596,0
28947,0,4199612,1
28929,0,4199556,0
28999,0,4204140,1
28958,0,4203664,0
28815,0,4201640,0
29006,0,4204192,1
28760,0,4204116,0
28764,0,4204132,0
28987,0,4204092,0
29010,0,4204220,0
28800,0,4199656,0
29051,0,4201652,0
28795,0,4199640,0
28983,0,4203732,1
28836,0,4496712,0
29105,0,4496584,0
28820,0,4201660,1
28811,0,4199696,1
29108,0,4496596,0
29048,0,4201640,0
28993,0,4204116,0
28997,0,4204132,0
29033,0,4199656,0
29028,0,4199640,0
29069,0,4496712,0
29053,0,4201660,1
29044,0,4199696,1
29162,0,4199556,0
29180,0,4199612,1
28170,0,4496796,1
28403,0,4496796,1
28636,0,4496796,1
28869,0,4496796,1
29102,0,4496796,1
29191,0,4203664,0
29220,0,4204092,0
29232,0,4204140,1
29239,0,4204192,1
29216,0,4203732,1
29243,0,4204220,0
29226,0,4204116,0
29230,0,4204132,0
29281,0,4201640,0
29284,0,4201652,0
29261,0,4199640,0
29302,0,4496712,0
29343,0,4496584,0
29266,0,4199656,0
29286,0,4201660,1
29346,0,4496596,0
29418,0,4199612,1
29277,0,4199696,1
29400,0,4199556,0
29429,0,4203664,0
29470,0,4204140,1
29458,0,4204092,0
29477,0,4204192,1
29481,0,4204220,0
29522,0,4201652,0
29454,0,4203732,1
29519,0,4201640,0
29464,0,4204116,0
29468,0,4204132,0
29504,0,4199656,0
29499,0,4199640,0
29540,0,4496712,0
29340,0,4496796,1
29524,0,4201660,1
29515,0,4199696,1
29571,0,4496796,0
29603,0,4496884,1
29606,0,4496596,0
29678,0,4199612,1
29660,0,4199556,0
29730,0,4204140,1
29689,0,4203664,0
29718,0,4204092,0
29737,0,4204192,1
29741,0,4204220,0
29782,0,4201652,0
29714,0,4203732,1
29779,0,4201640,0
29724,0,4204116,0
29728,0,4204132,0
29764,0,4199656,0
29759,0,4199640,0
29800,0,4496712,0
29784,0,4201660,1
29775,0,4199696,1
29831,0,4496796,0
29863,0,4496884,1
29866,0,4496596,0
29937,0,4199612,1
29919,0,4199556,0
29989,0,4204140,1
29948,0,4203664,0
29977,0,4204092,0
29996,0,4204192,1
30000,0,4204220,0
30041,0,4201652,0
29973,0,4203732,1
